Name,SMILES,CAS,Type,MolWt,ExactMolWt,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,MolVolume
"2,4-Dimethylhexane",CCC(C)CC(C)C,589-43-5,not biofuel,114.23199999999999,114.14085057599999,3.0786000000000016,0.0,0.0,3.0,0.0,38.91
"2,5-Dimethylhexane",CC(C)CCC(C)C,592-13-2,not biofuel,114.23199999999999,114.14085057599999,3.0786000000000016,0.0,0.0,3.0,0.0,38.91
"3,3-Dimethylhexane",CCCC(C)(C)CC,563-16-6,not biofuel,114.23199999999999,114.14085057599999,3.2227000000000023,0.0,0.0,3.0,0.0,38.98
"2,2-Dimethylhexane",CCCCC(C)(C)C,590-73-8,not biofuel,114.23199999999999,114.14085057599999,3.2227000000000023,0.0,0.0,2.0,0.0,38.98
"3,4-Dimethylhexane",CCC(C)C(C)CC,583-48-2,not biofuel,114.23199999999999,114.14085057599999,3.0786000000000016,0.0,0.0,3.0,0.0,38.91
3-Ethylhexane,CCCC(CC)CC,619-99-8,not biofuel,114.232,114.14085057599999,3.2227000000000023,0.0,0.0,4.0,0.0,38.98
"2,3-Dimethylpentane",CCC(C)C(C)C,565-59-3,not biofuel,100.20499999999998,100.12520051199999,2.6885000000000012,0.0,0.0,2.0,0.0,34.292999999999985
"2,4-Dimethylpentane",CC(C)CC(C)C,108-08-7,not biofuel,100.20499999999998,100.12520051199999,2.6885000000000012,0.0,0.0,2.0,0.0,34.292999999999985
3-Ethylpentane,CCC(CC)CC,617-78-7,not biofuel,100.205,100.12520051199999,2.832600000000001,0.0,0.0,3.0,0.0,34.362999999999985
"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,464-06-2,not biofuel,100.20499999999998,100.12520051199999,2.6885000000000012,0.0,0.0,0.0,0.0,34.292999999999985
2-Methylheptane,CCCCCC(C)C,592-27-8,not biofuel,114.23199999999999,114.14085057599999,3.2227000000000023,0.0,0.0,4.0,0.0,38.98
